,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtQual,CentralAir,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,GarageArea,GarageCars,GarageFinish,GarageType,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrType,MoSold,Neighborhood,OverallCond,OverallQual,RoofStyle,SaleCondition,TotRmsAbvGrd,TotalBsmtSF,second_floor,Age,YearsSinceSale,SalePrice
1408,741,622,3,1Fam,TA,No,Unf,0.0,Fa,Y,TA,VinylSd,VinylSd,0,CBlock,1,528.0,2.0,Unf,Detchd,1363,0,Gd,2Story,1,TA,60.0,Reg,70,RM,None,6,OldTown,7,4,Gable,Normal,6,622.0,1,100,0,125500.0
1409,1236,857,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,542.0,2.0,Fin,Attchd,2093,1,Gd,2Story,1,TA,46.0,IR1,60,RL,BrkFace,11,NWAmes,6,7,Gable,Normal,7,791.0,1,24,2,215000.0
1410,944,896,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,622.0,2.0,RFn,Attchd,1840,1,Ex,2Story,1,Gd,79.0,Reg,60,RL,None,6,CollgCr,5,7,Gable,Normal,6,944.0,1,9,1,230000.0
1411,1112,556,3,1Fam,TA,No,BLQ,0.0,TA,Y,TA,VinylSd,VinylSd,0,CBlock,1,271.0,1.0,Unf,Attchd,1668,1,Ex,1.5Fin,1,TA,80.0,Reg,50,RL,None,9,NAmes,8,6,Gable,Normal,6,856.0,1,60,1,140000.0
1412,1040,0,2,Duplex,NB,No,No,0.0,No,N,TA,BrkFace,Stone,0,Slab,2,420.0,2.0,Unf,Detchd,1040,0,Fa,1Story,2,TA,60.0,Reg,90,RL,None,6,NAmes,5,4,Gable,Normal,6,0.0,0,61,1,90000.0
1413,1844,0,2,1Fam,Gd,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,620.0,2.0,Fin,Attchd,1844,0,Ex,1Story,1,Gd,88.0,IR1,20,RL,Stone,9,SawyerW,5,8,Gable,Abnorml,7,1844.0,0,5,1,257000.0
1414,1053,795,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,1,BrkTil,1,370.0,2.0,Unf,Detchd,1848,1,Gd,1.5Fin,1,Gd,64.0,Reg,50,RL,None,6,BrkSide,7,6,Gambrel,Normal,8,833.0,1,87,2,207000.0
1415,1569,0,1,TwnhsE,TA,No,ALQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,660.0,3.0,RFn,Attchd,1569,0,Ex,1Story,1,Gd,51.0,Reg,120,RL,BrkFace,5,Blmngtn,5,7,Hip,Normal,7,1386.0,0,3,1,175900.0
1416,1246,1044,4,2fmCon,TA,No,Unf,0.0,TA,Y,TA,VinylSd,AsbShng,0,PConc,2,560.0,2.0,Unf,Detchd,2290,0,Gd,2Story,2,TA,60.0,Reg,190,RM,None,4,OldTown,6,4,Gable,Normal,11,777.0,1,125,0,122500.0
1417,1310,1140,3,1Fam,TA,Mn,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,1069.0,3.0,Fin,Attchd,2450,1,Ex,2Story,1,Gd,0.0,IR1,60,RL,BrkFace,5,NoRidge,5,8,Gable,Normal,7,1284.0,1,12,1,340000.0
1418,1144,0,3,1Fam,TA,No,BLQ,1.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,336.0,1.0,Unf,Detchd,1144,1,TA,1Story,1,TA,71.0,Reg,20,RL,None,8,NAmes,5,5,Gable,Normal,6,1144.0,0,47,2,124000.0
1419,1844,0,3,1Fam,TA,Av,Rec,1.0,TA,Y,Gd,Plywood,Plywood,1,CBlock,2,540.0,2.0,RFn,Attchd,1844,0,Gd,1Story,1,Gd,0.0,IR1,20,RL,BrkFace,12,Crawfor,5,6,Gable,Normal,7,1844.0,0,41,4,223000.0
1420,708,708,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,2,776.0,2.0,RFn,Attchd,1416,1,Gd,2Story,1,TA,90.0,Reg,60,RL,BrkFace,5,NWAmes,6,6,Gable,Normal,7,708.0,1,42,4,179900.0
1421,1069,0,2,TwnhsE,TA,No,ALQ,0.0,Gd,Y,TA,Plywood,Plywood,1,CBlock,2,440.0,2.0,RFn,Attchd,1069,0,TA,1Story,1,TA,53.0,Reg,120,RL,None,7,NPkVill,5,6,Gable,Normal,4,1069.0,0,33,0,127500.0
1422,848,0,1,TwnhsE,TA,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,1,420.0,2.0,Fin,Attchd,848,0,Ex,1Story,1,Gd,37.0,Reg,120,RM,BrkFace,3,CollgCr,5,6,Gable,Normal,3,848.0,0,7,2,136500.0
1423,1575,626,4,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,Plywood,Plywood,1,CBlock,2,432.0,2.0,Unf,Attchd,2201,0,TA,SLvl,1,Gd,0.0,IR1,80,RL,None,8,Edwards,7,6,Flat,Alloca,8,697.0,1,44,4,274970.0
1424,1344,0,2,1Fam,TA,No,ALQ,1.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,1,484.0,1.0,Unf,Detchd,1344,0,TA,1Story,1,TA,0.0,Reg,20,RL,None,6,NAmes,5,5,Hip,Normal,6,1024.0,0,52,3,144000.0
1425,1252,0,3,1Fam,TA,No,Unf,0.0,TA,Y,Gd,HdBoard,HdBoard,0,CBlock,1,528.0,2.0,Unf,Detchd,1252,0,Ex,1Story,1,Gd,80.0,IR1,20,RL,Stone,10,NAmes,6,6,Hip,Normal,7,1252.0,0,51,2,142000.0
1426,1223,904,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,2,PConc,2,525.0,2.0,RFn,Attchd,2127,1,Ex,2Story,1,Gd,81.0,IR1,60,RL,BrkFace,8,NoRidge,5,7,Gable,Normal,5,1223.0,1,16,2,271000.0
1427,1048,510,3,1Fam,TA,No,BLQ,1.0,TA,Y,TA,MetalSd,MetalSd,1,CBlock,1,288.0,1.0,Unf,Attchd,1558,1,TA,1.5Fin,1,TA,60.0,Reg,50,RL,None,4,NAmes,6,5,Gable,Normal,6,913.0,1,65,2,140000.0
1428,804,0,2,1Fam,TA,No,BLQ,1.0,TA,Y,TA,MetalSd,MetalSd,2,CBlock,1,240.0,1.0,Unf,Attchd,804,0,TA,1Story,1,Gd,60.0,Reg,30,RM,Stone,2,OldTown,7,5,Gable,Abnorml,4,788.0,0,70,0,119000.0
1429,1440,0,3,1Fam,TA,No,BLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,1,CBlock,2,467.0,2.0,Fin,Attchd,1440,0,Ex,1Story,1,Gd,0.0,IR1,20,RL,BrkFace,4,NWAmes,7,6,Gable,Normal,7,1440.0,0,29,3,182900.0
1430,734,1104,4,1Fam,Gd,Av,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,372.0,2.0,Fin,BuiltIn,1838,1,Ex,2Story,1,TA,60.0,IR3,60,RL,None,7,Gilbert,5,5,Gable,Normal,7,732.0,1,5,4,192140.0
1431,958,0,2,TwnhsE,TA,No,LwQ,0.0,Gd,Y,TA,Plywood,Plywood,0,CBlock,2,440.0,2.0,RFn,Attchd,958,0,TA,1Story,1,TA,0.0,IR1,120,RL,None,10,NPkVill,6,6,Gable,Normal,5,958.0,0,34,1,143750.0
1432,968,0,4,1Fam,TA,No,Unf,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,BrkTil,2,216.0,1.0,Unf,Detchd,968,0,TA,1Story,1,TA,60.0,Reg,30,RL,None,8,OldTown,6,4,Gable,Normal,5,656.0,0,83,3,64500.0
1433,962,830,3,1Fam,TA,No,Unf,1.0,Gd,Y,TA,VinylSd,VinylSd,1,PConc,2,451.0,2.0,Fin,Attchd,1792,1,Ex,2Story,1,TA,93.0,IR1,60,RL,BrkFace,5,Gilbert,5,6,Gable,Normal,8,936.0,1,10,2,186500.0
1434,1126,0,3,1Fam,TA,No,ALQ,1.0,TA,Y,TA,BrkFace,BrkFace,1,CBlock,2,484.0,2.0,RFn,Attchd,1126,0,Fa,1Story,1,TA,80.0,Reg,20,RL,None,5,Mitchel,5,5,Gable,Normal,5,1126.0,0,33,4,160000.0
1435,1537,0,3,1Fam,TA,No,Unf,1.0,TA,Y,Gd,Wd Sdng,Wd Sdng,1,CBlock,1,462.0,2.0,RFn,Attchd,1537,1,TA,1Story,1,Gd,80.0,Reg,20,RL,BrkFace,7,NAmes,9,6,Gable,Abnorml,7,1319.0,0,48,2,174000.0
1436,864,0,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,HdBoard,HdBoard,0,PConc,1,528.0,2.0,Unf,Detchd,864,0,TA,1Story,1,TA,60.0,Reg,20,RL,None,5,NAmes,6,4,Gable,Normal,5,864.0,0,39,3,120500.0
1437,1932,0,2,1Fam,TA,Av,GLQ,1.0,Ex,Y,Ex,VinylSd,VinylSd,1,PConc,2,774.0,3.0,Fin,Attchd,1932,0,Ex,1Story,1,Ex,96.0,Reg,20,RL,Stone,11,NridgHt,5,8,Hip,Partial,7,1932.0,0,2,2,394617.0
1438,1236,0,2,1Fam,TA,No,GLQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,923.0,2.0,Unf,Attchd,1236,0,TA,1Story,1,TA,90.0,Reg,20,RM,None,4,OldTown,7,6,Gable,Normal,6,912.0,0,53,0,149700.0
1439,1040,685,3,1Fam,TA,No,GLQ,0.0,TA,Y,TA,HdBoard,HdBoard,1,CBlock,2,550.0,2.0,RFn,Attchd,1725,1,TA,SLvl,1,TA,80.0,Reg,60,RL,BrkFace,11,NWAmes,6,7,Hip,Normal,6,539.0,1,31,3,197000.0
1440,1423,748,3,1Fam,TA,No,Unf,0.0,Ex,Y,TA,MetalSd,MetalSd,1,BrkTil,2,672.0,2.0,Fin,Detchd,2555,0,Fa,2.5Fin,1,TA,79.0,IR1,70,RL,None,9,Crawfor,7,6,Gable,Normal,11,588.0,1,88,2,191000.0
1441,848,0,1,TwnhsE,TA,Av,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,1,420.0,2.0,RFn,Attchd,848,0,Ex,1Story,1,Gd,0.0,Reg,120,RM,BrkFace,5,CollgCr,5,6,Gable,Normal,3,848.0,0,6,2,149300.0
1442,1026,981,3,1Fam,TA,Av,GLQ,1.0,Ex,Y,Ex,VinylSd,VinylSd,1,PConc,2,812.0,3.0,Fin,Attchd,2007,1,Ex,2Story,1,Ex,85.0,Reg,60,FV,Stone,4,Somerst,5,10,Gable,Normal,10,1017.0,1,2,1,310000.0
1443,952,0,2,1Fam,TA,No,Unf,0.0,TA,N,TA,Wd Sdng,Wd Sdng,1,BrkTil,1,192.0,1.0,Unf,Detchd,952,0,Fa,1.5Unf,1,Fa,0.0,Reg,30,RL,None,5,BrkSide,6,6,Gable,Normal,4,952.0,0,94,1,121000.0
1444,1422,0,3,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,626.0,2.0,RFn,Attchd,1422,0,Ex,1Story,1,Gd,63.0,Reg,20,RL,BrkFace,11,CollgCr,5,7,Gable,Normal,7,1422.0,0,6,3,179600.0
1445,913,0,3,1Fam,TA,Gd,LwQ,1.0,TA,Y,TA,VinylSd,VinylSd,0,CBlock,1,240.0,1.0,Unf,Detchd,913,0,Gd,SFoyer,1,TA,70.0,Reg,85,RL,None,5,Sawyer,5,6,Gable,Normal,6,814.0,0,44,3,129000.0
1446,1188,0,3,1Fam,TA,No,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,312.0,1.0,Unf,Attchd,1188,0,TA,1Story,1,TA,0.0,IR1,20,RL,BrkFace,4,Mitchel,7,5,Gable,Normal,6,1188.0,0,48,0,157900.0
1447,1220,870,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,556.0,2.0,RFn,Attchd,2090,1,Ex,2Story,1,Gd,80.0,Reg,60,RL,BrkFace,12,CollgCr,5,8,Gable,Normal,8,1220.0,1,15,3,240000.0
1448,796,550,2,1Fam,TA,No,Unf,0.0,Fa,N,TA,MetalSd,HdBoard,0,CBlock,1,384.0,1.0,Unf,Detchd,1346,1,Gd,2Story,1,TA,70.0,Reg,50,RL,None,5,Edwards,7,4,Gable,Normal,6,560.0,1,100,3,112000.0
1449,630,0,1,Twnhs,TA,Av,GLQ,1.0,Gd,Y,TA,CemntBd,CmentBd,0,CBlock,1,0.0,0.0,Unf,Attchd,630,0,Ex,SFoyer,1,Ex,21.0,Reg,180,RM,None,8,MeadowV,7,5,Gable,Abnorml,3,630.0,0,40,4,92000.0
1450,896,896,4,Duplex,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,0,CBlock,2,0.0,0.0,Unf,Attchd,1792,2,TA,2Story,2,TA,60.0,Reg,90,RL,None,9,NAmes,5,5,Gable,Normal,8,896.0,1,36,1,136000.0
1451,1578,0,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,CemntBd,CmentBd,1,PConc,2,840.0,3.0,Fin,Attchd,1578,0,Ex,1Story,1,Ex,78.0,Reg,20,RL,Stone,5,Somerst,5,8,Gable,Partial,7,1573.0,0,2,1,287090.0
1452,1072,0,2,TwnhsE,TA,Gd,GLQ,1.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,1,525.0,2.0,Fin,Basment,1072,0,Gd,SLvl,1,TA,35.0,Reg,180,RM,BrkFace,5,Edwards,5,5,Gable,Normal,5,547.0,0,5,4,145000.0
1453,1140,0,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,0,PConc,1,0.0,0.0,Unf,Attchd,1140,0,Ex,1Story,1,TA,90.0,Reg,20,RL,None,7,Mitchel,5,5,Gable,Abnorml,6,1140.0,0,4,4,84500.0
1454,1221,0,2,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,400.0,2.0,RFn,Attchd,1221,0,Ex,1Story,1,Gd,62.0,Reg,20,FV,None,10,Somerst,5,7,Gable,Normal,6,1221.0,0,6,1,185000.0
1455,953,694,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,1,PConc,2,460.0,2.0,RFn,Attchd,1647,1,Ex,2Story,1,TA,62.0,Reg,60,RL,None,8,Gilbert,5,6,Gable,Normal,7,953.0,1,11,3,175000.0
1456,2073,0,3,1Fam,TA,No,ALQ,1.0,Gd,Y,TA,Plywood,Plywood,2,CBlock,2,500.0,2.0,Unf,Attchd,2073,0,TA,1Story,1,TA,85.0,Reg,20,RL,Stone,2,NWAmes,6,6,Gable,Normal,7,1542.0,0,32,0,210000.0
1457,1188,1152,4,1Fam,Gd,No,GLQ,0.0,TA,Y,Ex,CemntBd,CmentBd,2,Stone,2,252.0,1.0,RFn,Attchd,2340,0,Ex,2Story,1,Gd,66.0,Reg,70,RL,None,5,Crawfor,9,7,Gable,Normal,9,1152.0,1,69,0,266500.0
1458,1078,0,2,1Fam,TA,Mn,GLQ,1.0,TA,Y,TA,MetalSd,MetalSd,0,CBlock,1,240.0,1.0,Unf,Attchd,1078,0,Gd,1Story,1,Gd,68.0,Reg,20,RL,None,4,NAmes,6,5,Hip,Normal,5,1078.0,0,60,0,142125.0
1459,1256,0,3,1Fam,TA,No,BLQ,1.0,TA,Y,Gd,HdBoard,HdBoard,0,CBlock,1,276.0,1.0,Fin,Attchd,1256,1,Gd,1Story,1,TA,75.0,Reg,20,RL,None,6,Edwards,6,5,Gable,Normal,6,1256.0,0,45,2,147500.0
1460,896,0,2,1Fam,TA,No,Rec,0.0,TA,Y,TA,VinylSd,VinylSd,0,CBlock,1,730.0,1.0,Unf,Attchd,896,0,TA,1Story,1,TA,80.0,Reg,20,RH,None,6,NAmes,6,5,Gable,Normal,5,882.0,0,49,0,
1461,1329,0,3,1Fam,TA,No,ALQ,0.0,TA,Y,TA,Wd Sdng,Wd Sdng,0,CBlock,1,312.0,1.0,Unf,Attchd,1329,1,TA,1Story,1,Gd,81.0,IR1,20,RL,BrkFace,6,NAmes,6,6,Hip,Normal,6,1329.0,0,52,0,
1462,928,701,3,1Fam,TA,No,GLQ,0.0,Gd,Y,TA,VinylSd,VinylSd,1,PConc,2,482.0,2.0,Fin,Attchd,1629,1,Gd,2Story,1,TA,74.0,IR1,60,RL,None,3,Gilbert,5,5,Gable,Normal,6,928.0,1,13,0,
1463,926,678,3,1Fam,TA,No,GLQ,0.0,TA,Y,TA,VinylSd,VinylSd,1,PConc,2,470.0,2.0,Fin,Attchd,1604,1,Ex,2Story,1,Gd,78.0,IR1,60,RL,BrkFace,6,Gilbert,6,6,Gable,Normal,7,926.0,1,12,0,
1464,1280,0,2,TwnhsE,TA,No,ALQ,0.0,Gd,Y,Gd,HdBoard,HdBoard,0,PConc,2,506.0,2.0,RFn,Attchd,1280,0,Ex,1Story,1,Gd,43.0,IR1,120,RL,None,1,StoneBr,5,8,Gable,Normal,5,1280.0,0,18,0,
1465,763,892,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,HdBoard,HdBoard,1,PConc,2,440.0,2.0,Fin,Attchd,1655,1,Gd,2Story,1,TA,75.0,IR1,60,RL,None,4,Gilbert,5,6,Gable,Normal,7,763.0,1,17,0,
1466,1187,0,3,1Fam,TA,No,ALQ,1.0,Gd,Y,TA,HdBoard,HdBoard,0,PConc,2,420.0,2.0,Fin,Attchd,1187,0,Ex,1Story,1,TA,0.0,IR1,20,RL,None,3,Gilbert,7,6,Gable,Normal,6,1168.0,0,18,0,
1467,789,676,3,1Fam,TA,No,Unf,0.0,Gd,Y,TA,VinylSd,VinylSd,1,PConc,2,393.0,2.0,Fin,Attchd,1465,1,Gd,2Story,1,TA,63.0,IR1,60,RL,None,5,Gilbert,5,6,Gable,Normal,7,789.0,1,12,0,
1468,1341,0,2,1Fam,TA,Gd,GLQ,1.0,Gd,Y,TA,HdBoard,HdBoard,1,PConc,1,506.0,2.0,Unf,Attchd,1341,1,Gd,1Story,1,Gd,85.0,Reg,20,RL,None,2,Gilbert,5,7,Gable,Normal,5,1300.0,0,20,0,
1469,882,0,2,1Fam,TA,No,ALQ,1.0,TA,Y,TA,Plywood,Plywood,0,CBlock,1,525.0,2.0,Fin,Attchd,882,0,TA,1Story,1,TA,70.0,Reg,20,RL,None,4,NAmes,5,4,Gable,Normal,4,882.0,0,40,0,
1470,1337,0,2,TwnhsE,TA,No,GLQ,1.0,Gd,Y,Gd,MetalSd,MetalSd,1,PConc,2,511.0,2.0,Fin,Attchd,1337,0,Ex,1Story,1,Gd,26.0,IR1,120,RH,None,6,NAmes,5,7,Gable,Normal,5,1405.0,0,11,0,
1471,483,504,2,Twnhs,TA,No,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,264.0,1.0,Unf,Detchd,987,1,TA,2Story,1,TA,21.0,Reg,160,RM,BrkFace,2,BrDale,5,6,Gable,Normal,5,483.0,1,39,0,
1472,525,567,3,Twnhs,TA,No,Rec,0.0,TA,Y,TA,HdBoard,HdBoard,0,CBlock,1,320.0,1.0,Unf,Detchd,1092,1,TA,2Story,1,TA,21.0,Reg,160,RM,BrkFace,3,BrDale,5,5,Gable,Normal,6,525.0,1,39,0,
1473,855,601,3,Twnhs,TA,No,ALQ,0.0,TA,Y,TA,Plywood,Brk Cmn,1,CBlock,2,440.0,2.0,Unf,Attchd,1456,1,TA,2Story,1,Gd,24.0,Reg,160,RL,None,6,NPkVill,6,6,Gable,Normal,6,855.0,1,35,0,
1474,836,0,2,Twnhs,TA,No,Unf,0.0,Gd,Y,TA,Plywood,Brk Cmn,0,CBlock,1,308.0,1.0,Unf,Attchd,836,0,Ex,1Story,1,TA,24.0,Reg,120,RL,None,6,NPkVill,6,7,Gable,Normal,4,836.0,0,35,0,
1475,1627,707,3,1Fam,TA,No,Unf,0.0,Ex,Y,Ex,VinylSd,VinylSd,1,PConc,2,751.0,3.0,Fin,Attchd,2334,1,Ex,2Story,1,Ex,102.0,IR1,60,RL,Stone,1,NridgHt,5,9,Gable,Partial,10,1590.0,1,1,0,
1476,1544,0,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,868.0,3.0,RFn,Attchd,1544,0,Ex,1Story,1,Gd,94.0,IR1,20,RL,Stone,6,NridgHt,5,8,Gable,Partial,7,1544.0,0,1,0,
1477,1698,0,3,1Fam,TA,No,GLQ,0.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,730.0,3.0,Fin,Attchd,1698,0,Ex,1Story,1,Ex,90.0,Reg,20,RL,BrkFace,6,NridgHt,5,9,Hip,Normal,7,1698.0,0,5,0,
1478,1822,0,3,1Fam,TA,No,GLQ,0.0,Ex,Y,Gd,CemntBd,CmentBd,1,PConc,2,678.0,3.0,RFn,Attchd,1822,0,Ex,1Story,1,Ex,79.0,IR1,20,RL,BrkFace,2,NridgHt,5,8,Hip,Normal,8,1822.0,0,5,0,
1479,2696,0,3,1Fam,TA,Gd,GLQ,1.0,Ex,Y,Ex,VinylSd,VinylSd,2,PConc,2,958.0,3.0,Fin,Attchd,2696,1,Ex,1Story,1,Ex,110.0,Reg,20,RL,BrkFace,6,NridgHt,5,9,Hip,Normal,10,2846.0,0,7,0,
1480,1687,563,3,1Fam,TA,Gd,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,756.0,3.0,Fin,Attchd,2250,1,Ex,2Story,1,Gd,105.0,Reg,60,RL,BrkFace,6,NridgHt,5,8,Gable,Normal,7,1671.0,1,8,0,
1481,1370,0,2,TwnhsE,TA,Mn,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,484.0,2.0,RFn,Attchd,1370,0,Ex,1Story,1,Gd,41.0,IR1,120,RL,Stone,4,NridgHt,5,8,Gable,Normal,6,1370.0,0,4,0,
1482,1324,0,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,430.0,2.0,Fin,Attchd,1324,0,Ex,1Story,1,Gd,100.0,IR1,20,RL,None,1,Gilbert,5,6,Gable,Normal,6,1324.0,0,5,0,
1483,1145,0,2,TwnhsE,TA,Av,GLQ,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,437.0,2.0,Fin,Attchd,1145,0,Ex,1Story,1,Gd,43.0,Reg,120,RL,BrkFace,1,Blmngtn,5,7,Gable,Normal,6,1145.0,0,4,0,
1484,744,630,3,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,400.0,2.0,Fin,BuiltIn,1374,1,Ex,SLvl,1,Gd,67.0,IR1,80,RL,None,6,Gilbert,5,7,Gable,Normal,7,384.0,1,6,0,
1485,847,886,3,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,433.0,2.0,Fin,BuiltIn,1733,1,Ex,2Story,1,Gd,63.0,IR1,60,RL,None,4,Gilbert,5,7,Gable,Normal,7,847.0,1,6,0,
1486,1645,830,4,1Fam,TA,No,Unf,0.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,962.0,3.0,Fin,Attchd,2475,1,Ex,2Story,1,Gd,60.0,IR2,60,RL,BrkFace,1,NoRidge,5,8,Hip,Normal,7,1629.0,1,12,0,
1487,1595,0,2,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,1,PConc,2,880.0,3.0,RFn,Attchd,1595,0,Ex,1Story,1,Gd,73.0,Reg,20,RL,BrkFace,5,Somerst,5,8,Gable,Normal,6,1595.0,0,5,0,
1488,1218,0,2,1Fam,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,676.0,2.0,RFn,Attchd,1218,0,Ex,1Story,1,Gd,92.0,Reg,20,FV,None,4,Somerst,5,7,Hip,Partial,4,1218.0,0,1,0,
1489,1468,0,2,1Fam,TA,No,GLQ,1.0,Ex,Y,Gd,VinylSd,VinylSd,1,PConc,2,528.0,2.0,Fin,Attchd,1468,0,Ex,1Story,1,Gd,84.0,Reg,20,FV,None,5,Somerst,5,6,Gable,Normal,6,1468.0,0,5,0,
1490,831,828,3,1Fam,TA,Av,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,484.0,2.0,RFn,Attchd,1659,1,Ex,2Story,1,Gd,70.0,Reg,60,RL,BrkFace,4,SawyerW,5,7,Gable,Normal,8,831.0,1,6,0,
1491,1012,0,2,1Fam,TA,No,Unf,0.0,TA,N,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,429.0,1.0,Unf,Detchd,1012,0,TA,1Story,1,TA,70.0,Reg,30,RH,None,4,SawyerW,5,5,Gable,Normal,5,816.0,0,90,0,
1492,1494,0,3,1Fam,TA,Gd,BLQ,1.0,TA,Y,TA,Plywood,Plywood,2,CBlock,2,461.0,2.0,Fin,Attchd,1494,0,Ex,1Story,1,TA,39.0,IR1,20,RL,BrkCmn,4,Sawyer,6,6,Hip,Abnorml,7,1208.0,0,36,0,
1493,1251,1098,4,1Fam,TA,No,LwQ,1.0,Gd,Y,Gd,HdBoard,ImStucc,1,PConc,2,762.0,3.0,RFn,Attchd,2349,1,Ex,2Story,1,Gd,85.0,IR1,60,RL,BrkFace,6,NoRidge,5,8,Gable,Normal,9,1231.0,1,17,0,
1494,1402,823,4,1Fam,TA,No,GLQ,1.0,Gd,Y,Gd,HdBoard,HdBoard,1,PConc,2,713.0,3.0,RFn,Attchd,2225,1,Ex,2Story,1,Gd,88.0,Reg,60,RL,BrkFace,6,NoRidge,5,8,Gable,Normal,7,1390.0,1,18,0,
1495,1488,0,2,TwnhsE,TA,Av,GLQ,1.0,Ex,Y,Gd,MetalSd,MetalSd,1,PConc,2,506.0,2.0,Fin,Attchd,1488,0,Ex,1Story,1,Gd,25.0,IR1,120,FV,None,3,Somerst,5,7,Gable,Normal,6,1488.0,0,6,0,
1496,840,840,2,TwnhsE,TA,No,Unf,0.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,588.0,2.0,RFn,Attchd,1680,1,Ex,2Story,1,Gd,39.0,Reg,160,FV,None,1,Somerst,5,7,Gable,Normal,3,840.0,1,6,0,
1497,600,600,2,TwnhsE,TA,Av,GLQ,0.0,Gd,Y,Gd,MetalSd,MetalSd,0,PConc,2,480.0,2.0,RFn,Detchd,1200,1,Ex,2Story,1,Gd,30.0,Reg,160,FV,BrkFace,4,Somerst,5,7,Gable,Normal,4,600.0,1,6,0,
1498,600,600,2,Twnhs,TA,No,GLQ,1.0,Gd,Y,Gd,MetalSd,MetalSd,0,PConc,2,480.0,2.0,RFn,Detchd,1200,1,Ex,2Story,1,Gd,24.0,Reg,160,FV,None,2,Somerst,5,7,Gable,Normal,4,600.0,1,6,0,
1499,600,636,2,Twnhs,TA,No,GLQ,1.0,Gd,Y,Gd,VinylSd,VinylSd,0,PConc,2,480.0,2.0,RFn,Detchd,1236,1,Ex,2Story,1,Gd,24.0,Reg,160,FV,BrkFace,5,Somerst,5,6,Gable,Normal,4,600.0,1,5,0,
